date,item_nbr,unit_sales,price
2000-01-01,0,25.74687334671659,26.533491417079862
2000-01-02,0,33.77821382449946,27.298071909905346
2000-01-03,0,110.09819846902212,8.427382772102693
2000-01-04,0,113.72375918751213,9.827160447977224
2000-01-05,0,64.69462998254465,30.796202710791523
2000-01-06,0,75.89510392958616,29.149422812134887
2000-01-07,0,85.85194520390579,26.735737792444425
2000-01-08,0,94.02574828993615,28.65711227539331
2000-01-09,0,104.41659191382993,30.5584075035948
2000-01-10,0,173.59886881636845,10.718356532809945
2000-01-11,0,184.01742604992265,9.73094266198797
2000-01-12,0,136.3786953845187,27.386495505616352
2000-01-13,0,144.3873129055563,29.58166179334078
2000-01-14,0,154.9915996336974,31.64102223281371
2000-01-15,0,163.0075464524265,26.526647433669943
2000-01-16,0,174.56860426944587,32.48986228286752
2000-01-17,0,245.69196657582745,11.11202048794582
2000-01-18,0,255.10108623954412,11.457586895413808
2000-01-19,0,205.6201342888234,33.77572142154091
2000-01-20,0,215.7286152893086,29.19740038836254
2000-01-21,0,224.4896410564324,28.31514808315267
2000-01-22,0,237.12175597568105,32.51562849135029
2000-01-23,0,243.78852998175992,34.59008777409009
2000-01-24,0,317.33284220935354,13.139600950755444
2000-01-25,0,321.8852698944767,12.797451057450889
2000-01-26,0,274.7540198579603,31.124758987095777
2000-01-27,0,286.3286383074561,33.44740529611555
2000-01-28,0,295.99058865010255,34.02214484696235
2000-01-29,0,304.7016363634163,35.35633314857042
2000-01-30,0,317.32017974510455,33.132818493529825
2000-01-31,0,385.503226661024,13.42238077192236
2000-02-01,0,393.6582047127043,14.507815619399889
2000-02-02,0,345.5243212003308,34.93715074829949
2000-02-03,0,356.0184203079507,33.57363246406192
2000-02-04,0,364.91962108916135,29.529703625284416
2000-02-05,0,375.0758351276016,33.378856953268404
2000-02-06,0,386.0876646105233,37.83205633045942
2000-02-07,0,460.55485441162693,14.9940308847546
2000-02-08,0,466.11001338668467,16.807466484404877
2000-02-09,0,415.33269049416106,36.87250533331522
2000-02-10,0,425.18873402243366,32.80606228980508
2000-02-11,0,435.10486517177407,37.09177971955345
2000-02-12,0,445.2693347525578,36.420512144613234
2000-02-13,0,453.5827041740688,33.028502231799585
2000-02-14,0,522.9455677911545,16.894275558464923
2000-02-15,0,530.7150192217035,17.416840959451086
2000-02-16,0,487.4403774331835,35.3143079285444
2000-02-17,0,494.16320515232115,37.598294980947074
2000-02-18,0,504.9006935371523,32.60707896870092
2000-02-19,0,515.6750825273504,36.608702473907194
2000-02-20,0,525.0645899084141,36.65502275724606
2000-02-21,0,597.4111425470675,18.592208078483054
2000-02-22,0,600.2393748724189,18.792879889957774
2000-02-23,0,555.7765563400478,37.32129838192992
2000-02-24,0,565.3489967888187,36.58515133042398
2000-02-25,0,574.3750393164512,38.326274299856266
2000-02-26,0,584.4511839642529,35.48536714674259
2000-02-27,0,594.3579608080604,38.37541741743816
2000-02-28,0,659.4538910350113,19.708656432553422
2000-02-29,0,673.3534819826973,20.46512258804285
2000-03-01,0,624.9353637541248,40.36872023623203
2000-03-02,0,635.0369282447909,38.27221792453365
2000-03-03,0,644.5717800716881,37.62724139489313
2000-03-04,0,654.0541161103598,42.126796874628866
2000-03-05,0,666.5305726591478,40.68009255418524
2000-03-06,0,738.0976801847853,21.61691379001247
2000-03-07,0,742.665817157076,20.98490093556004
2000-03-08,0,696.1137725046638,41.26903110548954
2000-03-09,0,704.1148644803062,41.269444975606234
2000-03-10,0,716.6348578639372,37.7496530466279
2000-03-11,0,725.1943709301654,39.92075908867122
2000-03-12,0,734.0749192897852,42.65353229729807
2000-03-13,0,808.4516789431246,22.65758688612697
2000-03-14,0,820.0560698271356,22.700540521286467
2000-03-15,0,766.3094136552353,42.39349874489183
2000-03-16,0,775.9169811643005,41.918989443145065
2000-03-17,0,783.5769749550109,39.352233702385945
2000-03-18,0,796.4126723542284,40.01120264088625
2000-03-19,0,804.0869797947134,43.34143755252306
2000-03-20,0,878.9070680672522,23.778932624726142
2000-03-21,0,884.2049265361859,22.566821079846616
2000-03-22,0,835.1026678881785,42.16397869873497
2000-03-23,0,846.2184206901919,42.77957004439915
2000-03-24,0,855.2321819688599,41.89866594905753
2000-03-25,0,867.2337659153518,44.809899971951026
2000-03-26,0,876.3447257245984,43.656847962695814
2000-03-27,0,942.9499770653495,26.705162427478943
2000-03-28,0,951.3798662906293,25.191025649631435
2000-03-29,0,904.9540499552985,42.51825378301524
2000-03-30,0,915.0333939687301,45.93010463440601
2000-03-31,0,924.085316093403,44.534142568130825
2000-04-01,0,932.4750487937364,43.41237504509154
2000-04-02,0,944.1923424826514,48.55758880469149
2000-04-03,0,1014.5067262825356,26.179581443709075
2000-04-04,0,1016.4060067759175,27.85680676938687
2000-04-05,0,974.2273218402833,47.47810752829373
2000-04-06,0,985.5376898086024,46.487781087789116
2000-04-07,0,994.7203946764014,45.8821756501859
2000-04-08,0,1006.988500666661,45.00272098475258
2000-04-09,0,1014.839229349981,48.432356791657696
2000-04-10,0,1084.5951487921875,28.66350188662544
2000-04-11,0,1093.9232574787313,29.167073007462935
2000-04-12,0,1045.3491115478062,45.80307404948495
2000-04-13,0,1053.7148701798296,46.37438948735186
2000-04-14,0,1063.0870145525353,50.56386040865932
2000-04-15,0,1076.112128578535,46.37857471699571
2000-04-16,0,1086.0055004680703,46.57569897009674
2000-04-17,0,1156.1140026608164,30.476717563405774
2000-04-18,0,1159.253435917697,30.254253472695396
2000-04-19,0,1114.997175909769,48.757956599198494
2000-04-20,0,1125.2790942087902,48.44926848272139
2000-04-21,0,1136.048769890409,48.62590499100054
2000-04-22,0,1146.2945084245218,52.332848822791405
2000-04-23,0,1154.0126106401053,53.34396525505262
2000-04-24,0,1222.3487119037238,31.43090370556053
2000-04-25,0,1234.2159777593,30.875317404449376
2000-04-26,0,1184.4190538535893,51.3041039116849
2000-04-27,0,1193.5282001378087,53.39428172139688
2000-04-28,0,1205.6469458884956,51.97841543305641
2000-04-29,0,1214.7075382564315,52.139769168932645
2000-04-30,0,1226.7446130093856,50.228222093412896
2000-05-01,0,1291.9942892607164,32.99068135929712
2000-05-02,0,1303.1847176989472,33.143349635471395
2000-05-03,0,1254.7345441567982,51.70402166417829
2000-05-04,0,1264.4152764071011,50.99260198150287
2000-05-05,0,1275.0544828027405,51.84656141734619
2000-05-06,0,1287.0743488901917,53.4071603103928
2000-05-07,0,1294.5795437734996,50.835817579618045
2000-05-08,0,1373.96343687186,33.748331787037806
2000-05-09,0,1377.8469712098176,33.667362715859426
2000-05-10,0,1323.4942237142484,52.615015529785964
2000-05-11,0,1335.602460644052,52.41064112824293
2000-05-12,0,1344.7017456731558,52.16208841738044
2000-05-13,0,1356.2644289142918,53.259650392912675
2000-05-14,0,1366.5363886568296,52.266409706163834
2000-05-15,0,1434.0161475015575,35.29253127413641
2000-05-16,0,1452.948701730276,35.64745748019763
2000-05-17,0,1395.244108654847,56.17007710299784
2000-05-18,0,1405.2531273678871,57.77823758369456
2000-05-19,0,1415.5187036824411,53.113702298441524
2000-05-20,0,1426.7105470040203,55.67984583953911
2000-05-21,0,1433.9029020382916,54.542985575805815
2000-05-22,0,1503.4654050762642,37.0912560929737
2000-05-23,0,1517.1562447109052,36.530408242256016
2000-05-24,0,1465.037416585434,54.626036416839256
2000-05-25,0,1475.0085988491749,55.67961152268004
2000-05-26,0,1485.3196521576222,56.86168643988725
2000-05-27,0,1495.422677658727,56.81356992981021
2000-05-28,0,1504.7328627013658,56.06005618176345
2000-05-29,0,1573.8198669083174,38.4998818839127
2000-05-30,0,1573.5814248341871,37.7475920807038
2000-05-31,0,1536.2725321012651,56.03586533663166
2000-06-01,0,1545.297262679558,60.39503019922678
2000-06-02,0,1555.3898484512079,54.6471179783122
2000-06-03,0,1565.7326612437469,58.0161565746049
2000-06-04,0,1576.4296188064886,59.38466145709022
2000-06-05,0,1643.0971516209004,38.94233516320139
2000-06-06,0,1661.3104013778848,39.75536836281662
2000-06-07,0,1604.0458604657592,60.584224693779234
2000-06-08,0,1616.1469129947056,60.007296456882386
2000-06-09,0,1623.9093128921354,61.28837506769347
