date,item_nbr,unit_sales,price
2000-01-01,0,0.0,8.151759846185982
2000-01-02,0,0.7187906395359618,8.600285709801156
2000-01-03,0,1.2995419748252515,8.71702419348565
2000-01-04,0,2.135787664146862,8.339802728135844
2000-01-05,0,2.9438229867094323,9.012669956849805
2000-01-06,0,3.6716953472216347,9.15550682011485
2000-01-07,0,4.542543955587761,9.991824034052835
2000-01-08,0,5.21246781451294,9.155945916995652
2000-01-09,0,6.772604816713246,10.592469940902557
2000-01-10,0,7.491403483643521,9.500627028300359
2000-01-11,0,9.078428570308773,10.893295972009001
2000-01-12,0,9.89682454759749,10.984723374425377
2000-01-13,0,11.167890993416716,10.789330974204809
2000-01-14,0,11.572572387720399,10.839406051977127
2000-01-15,0,12.95332850980389,11.061244280887664
2000-01-16,0,15.098933175390195,11.370925670772687
2000-01-17,0,15.676737796989482,11.482192657823767
2000-01-18,0,16.668069248890074,11.37904636562605
2000-01-19,0,17.995137748854,11.274139557261076
2000-01-20,0,19.36280582394364,12.120860889975663
2000-01-21,0,19.756533472229766,11.5511648495436
2000-01-22,0,22.54549811397857,13.237327123179236
2000-01-23,0,22.932258210051362,13.173831573222643
2000-01-24,0,24.598040536654636,12.713878725134801
2000-01-25,0,24.874198290942086,13.279590567392702
2000-01-26,0,26.423008201245565,12.974647343723646
2000-01-27,0,27.96067473149647,13.863047181815894
2000-01-28,0,28.848086119330656,14.746180714461174
2000-01-29,0,31.875967836020198,13.378975952359824
2000-01-30,0,33.192164713111346,14.46609044853761
2000-01-31,0,36.63958935544255,14.499870528676418
2000-02-01,0,36.46739794133013,14.25437318872698
2000-02-02,0,22.929588166447182,35.86930257322521
2000-02-03,0,24.37236227307891,33.97009632742953
2000-02-04,0,25.35428060391447,31.92362714322799
2000-02-05,0,27.36265371715925,34.36037158120345
2000-02-06,0,28.37993829237017,32.6302821866006
2000-02-07,0,47.178915783466415,15.412548808940395
2000-02-08,0,49.78755903388762,15.025160414965136
2000-02-09,0,32.567467980875946,35.45307108595876
2000-02-10,0,33.58723282156151,35.69891142107433
2000-02-11,0,35.58812055590387,35.628033429134234
2000-02-12,0,36.70551599387055,33.949759496882024
2000-02-13,0,38.801346183149974,36.10719699266633
2000-02-14,0,61.8241785338871,17.29457571836296
2000-02-15,0,63.55794547164863,17.0183950280474
2000-02-16,0,43.220293786164575,40.23131946702173
2000-02-17,0,44.66985805981995,37.59524225391537
2000-02-18,0,46.47838472824357,33.115851588687235
2000-02-19,0,47.45892720973932,34.07054561787562
2000-02-20,0,49.63722576524244,33.46375432504418
2000-02-21,0,73.21256123066988,18.54184386456182
2000-02-22,0,76.42221493798189,18.830818454433878
2000-02-23,0,54.92793187348341,35.4027324803574
2000-02-24,0,56.37832271192121,35.24186507242469
2000-02-25,0,58.175873658423995,38.633613403601515
2000-02-26,0,60.09073129716905,38.513916384290354
2000-02-27,0,63.35396547271753,39.686251947127175
2000-02-28,0,94.46110031110615,19.80189895755482
2000-02-29,0,91.74644379292367,19.984731684915403
2000-03-01,0,97.83407919465351,20.13555003199188
2000-03-02,0,96.57004978232689,20.533843824551393
2000-03-03,0,101.6262444143537,20.025416599668418
2000-03-04,0,103.98554563505999,20.87325617438784
2000-03-05,0,109.42334898972783,20.71017475976265
2000-03-06,0,107.60065045670576,20.724787271584887
2000-03-07,0,112.17929453090201,21.92969437167674
2000-03-08,0,116.0228220757156,21.532172120619045
2000-03-09,0,112.65352801822424,22.83740868716472
2000-03-10,0,124.00976586893347,22.221148163057503
2000-03-11,0,124.80169068665467,22.04534102680415
2000-03-12,0,124.34469458706587,22.455160662334873
2000-03-13,0,125.24147142365382,22.77557901748572
2000-03-14,0,129.53698771175996,23.402330960617583
2000-03-15,0,133.79873820411186,23.375387367127743
2000-03-16,0,134.53399578430347,22.68872265043186
2000-03-17,0,132.76738582734137,23.31875946571181
2000-03-18,0,138.3853845695062,23.859474745638934
2000-03-19,0,142.29345448320626,23.86087119630602
2000-03-20,0,146.76596913989962,23.037840429301138
2000-03-21,0,149.75209188712122,24.197015522163618
2000-03-22,0,151.06173960128245,24.630879502574615
2000-03-23,0,158.1289791464916,23.454663454831255
2000-03-24,0,158.47989942971785,25.045489241962727
2000-03-25,0,164.86696167264716,25.418868405698312
2000-03-26,0,164.6890024906594,25.51830982331422
2000-03-27,0,166.11387472672945,25.104799650235005
2000-03-28,0,170.32330503625414,25.119584548244653
2000-03-29,0,171.96269710558616,25.07541113143108
2000-03-30,0,181.0647226041553,25.40995286587708
2000-03-31,0,177.94407942682443,26.249772623616092
2000-04-01,0,141.44576950042327,46.10924335405225
2000-04-02,0,144.03914517081674,44.07121394680683
2000-04-03,0,188.49689627433784,26.58515878829138
2000-04-04,0,191.90130365177782,27.312838158676556
2000-04-05,0,150.91316611607746,45.44100569015906
2000-04-06,0,154.97244712895318,45.6668765056328
2000-04-07,0,156.66256883397347,45.38710314347601
2000-04-08,0,158.92914517571145,49.00695080145938
2000-04-09,0,160.993592093913,45.40831436700847
2000-04-10,0,207.81695967015426,28.435164900948095
2000-04-11,0,204.1738820467321,28.33412520003802
2000-04-12,0,170.62313549992183,46.75404922111005
2000-04-13,0,172.0592295154755,49.34125238924227
